,"mathsat5","{0}",,,,,,
"QF_LIA/arctic-matrix/constraint-1007795.smt2",0,207.996443514644,237.625,247.543,1,0,0,
"QF_LIA/arctic-matrix/constraint-1008025.smt2",0,3.15239548841059,3.641,3.797,1,0,0,
"QF_LIA/arctic-matrix/constraint-1060546.smt2",,1075.57840616967,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1065256.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1096871.smt2",0,451.125025625256,525.953,547.292,1,0,0,
"QF_LIA/arctic-matrix/constraint-1107622.smt2",0,129.776840334421,152.109,158.242,1,0,0,
"QF_LIA/arctic-matrix/constraint-1121941.smt2",0,33.4867384997928,38.625,40.236,1,0,0,
"QF_LIA/arctic-matrix/constraint-1122096.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1145584.smt2",,964.944649446495,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1148089.smt2",0,86.0551521043001,89.922,93.598,1,0,0,
"QF_LIA/arctic-matrix/constraint-1185949.smt2",0,54.1338597430407,60.422,62.873,1,0,0,
"QF_LIA/arctic-matrix/constraint-1199432.smt2",,827.53164556962,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1205831.smt2",,785.87528174305,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1228327.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1275621.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1317511.smt2",0,207.972563034669,220.797,229.823,1,0,0,
"QF_LIA/arctic-matrix/constraint-1360077.smt2",0,158.812682595993,181.891,189.292,1,0,0,
"QF_LIA/arctic-matrix/constraint-1365816.smt2",0,554.459476572393,627.875,653.399,1,0,0,
"QF_LIA/arctic-matrix/constraint-1389427.smt2",,933.095450490633,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1400961.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1472027.smt2",,975.746268656716,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1491754.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1545063.smt2",0,741.655457317074,726.766,756.103,1,0,0,
"QF_LIA/arctic-matrix/constraint-1546761.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1551672.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1564491.smt2",0,464.417207792208,529.906,551.324,1,0,0,
"QF_LIA/arctic-matrix/constraint-1576874.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1633815.smt2",0,316.406200514648,382.047,397.206,1,0,0,
"QF_LIA/arctic-matrix/constraint-1634698.smt2",,849.715678310317,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1648145.smt2",0,48.2179521852012,53.266,55.47,1,0,0,
"QF_LIA/arctic-matrix/constraint-1657774.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1686226.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1727138.smt2",,817.826426896012,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1729671.smt2",,880.471380471381,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1765766.smt2",0,367.558677735308,367.734,382.527,1,0,0,
"QF_LIA/arctic-matrix/constraint-2050620.smt2",,970.7656612529,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2069156.smt2",0,425.625368265993,483.406,502.855,1,0,0,
"QF_LIA/arctic-matrix/constraint-2094073.smt2",,833.798326026305,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2407640.smt2",,959.193030719853,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2580015.smt2",,877.88501888376,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-267105.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-3187060.smt2",,1019.99024865919,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-336780.smt2",0,1.74927859391396,1.594,1.745,1,0,0,
"QF_LIA/arctic-matrix/constraint-357303.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-363570.smt2",0,2.58545197740113,2.844,3.005,1,0,0,
"QF_LIA/arctic-matrix/constraint-365451.smt2",,852.833265389319,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-3784100.smt2",0,10.5224864743012,11.156,11.54,1,0,0,
"QF_LIA/arctic-matrix/constraint-379665.smt2",0,209.81750513347,244.219,254.253,1,0,0,
"QF_LIA/arctic-matrix/constraint-391798.smt2",0,386.218629032258,429.234,446.721,1,0,0,
"QF_LIA/arctic-matrix/constraint-392137.smt2",0,94.3499146029035,105.625,109.958,1,0,0,
"QF_LIA/arctic-matrix/constraint-394240.smt2",0,0.510520607375271,0.563,0.725,1,0,0,
"QF_LIA/arctic-matrix/constraint-394244.smt2",0,5.20965622371741,5.922,6.232,1,0,0,
"QF_LIA/arctic-matrix/constraint-408585.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-415996.smt2",0,19.8221987429562,21.859,22.981,1,0,0,
"QF_LIA/arctic-matrix/constraint-440125.smt2",0,2.27444757874941,2.313,2.47,1,0,0,
"QF_LIA/arctic-matrix/constraint-449698.smt2",0,33.8725050916497,39.75,41.453,1,0,0,
"QF_LIA/arctic-matrix/constraint-472438.smt2",0,7.6903897299509,8.984,9.421,1,0,0,
"QF_LIA/arctic-matrix/constraint-478122.smt2",,968.070337806571,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-481231.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-487307.smt2",0,247.61109437751,294.719,306.667,1,0,0,
"QF_LIA/arctic-matrix/constraint-506600.smt2",0,761.364933105984,693.672,721.771,1,0,0,
"QF_LIA/arctic-matrix/constraint-518109.smt2",,910.753156290814,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-526410.smt2",0,21.9240238611714,24.156,25.191,1,0,0,
"QF_LIA/arctic-matrix/constraint-533042.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-551279.smt2",,976.657329598506,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-569261.smt2",0,495.510636100785,573.438,596.9,1,0,0,
"QF_LIA/arctic-matrix/constraint-605010.smt2",0,29.7911392405063,32.625,33.979,1,0,0,
"QF_LIA/arctic-matrix/constraint-618384.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-644402.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-644686.smt2",0,16.8660902018503,19.172,20.014,1,0,0,
"QF_LIA/arctic-matrix/constraint-649088.smt2",0,99.2386812969553,119.969,124.962,1,0,0,
"QF_LIA/arctic-matrix/constraint-654327.smt2",,1022.98288508557,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-655888.smt2",0,294.58499695987,347.391,361.713,1,0,0,
"QF_LIA/arctic-matrix/constraint-687518.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-689472.smt2",0,161.962768287341,176.75,183.894,1,0,0,
"QF_LIA/arctic-matrix/constraint-706002.smt2",0,37.7416514181153,39.438,41.14,1,0,0,
"QF_LIA/arctic-matrix/constraint-764693.smt2",0,5.75855289028706,7,8.002,1,0,0,
"QF_LIA/arctic-matrix/constraint-765743.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-772500.smt2",0,8.20858003266639,9.609,10.051,1,0,0,
"QF_LIA/arctic-matrix/constraint-777746.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-804609.smt2",,1151.98237885463,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-808692.smt2",0,8.48460898502496,9.75,10.216,1,0,0,
"QF_LIA/arctic-matrix/constraint-863289.smt2",0,550.86023206751,624.063,649.492,1,0,0,
"QF_LIA/arctic-matrix/constraint-864173.smt2",0,23.5382244143033,27.375,28.762,1,0,0,
"QF_LIA/arctic-matrix/constraint-873799.smt2",,859.4905505341,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-882710.smt2",,968.967114404817,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-901628.smt2",0,57.7363866843034,62.594,65.15,1,0,0,
"QF_LIA/arctic-matrix/constraint-902192.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-904583.smt2",,830.488289003573,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-906218.smt2",0,44.0344782517775,50.328,52.468,1,0,0,
"QF_LIA/arctic-matrix/constraint-916576.smt2",0,180.023485178727,197.406,205.495,1,0,0,
"QF_LIA/arctic-matrix/constraint-928134.smt2",0,354.630652593228,395.484,411.582,1,0,0,
"QF_LIA/arctic-matrix/constraint-928960.smt2",,833.798326026305,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-943653.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-968440.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-985518.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-985918.smt2",,941.918054930212,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-987361.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-993227.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc000.smt2",0,0.0517207278481013,0.063,0.147,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc002.smt2",0,0.0702956989247312,0.078,0.276,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_bgmc003.smt2",0,0.119899128839982,0.125,0.257,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_blmc000.smt2",0,0.112801955521472,0.141,0.275,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_live_blmc002.smt2",0,0.148702440033085,0.172,1.614,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc002.smt2",0,0.0426358695652174,0.047,0.438,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc003.smt2",0,0.0703865202411714,0.078,0.167,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc004.smt2",0,0.0875167336010709,0.094,0.27,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc005.smt2",0,0.100532732864675,0.109,1.644,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_bgmc006.smt2",0,0.0957374476987448,0.109,0.724,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc000.smt2",0,0.0843548387096774,0.094,0.214,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc001.smt2",0,0.147603653530378,0.172,0.295,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc002.smt2",0,0.204591959557053,0.203,0.306,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc003.smt2",0,0.308637339055794,0.344,1.076,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc004.smt2",0,0.350874838986689,0.391,0.528,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc005.smt2",0,0.5305572050673,0.641,0.768,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc006.smt2",0,0.42288572113081,0.422,0.59,0,1,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc007.smt2",0,0.751436781609195,0.719,0.833,1,0,0,
"QF_LIA/Averest/parallel_prefix_sum/ParallelPrefixSum_safe_blmc008.smt2",0,0.82753164556962,0.938,1.051,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10000_2600_100.smt2",0,0.117339743589743,0.109,0.942,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10100_2600_100.smt2",0,0.103769841269841,0.109,0.257,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10200_2600_100.smt2",0,0.101110251878038,0.109,0.269,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10300_2600_100.smt2",0,0.0987111734253667,0.109,1.454,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10400_2600_100.smt2",0,0.121164538714992,0.141,0.23,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10500_2600_100.smt2",0,0.120568647540984,0.141,0.247,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10600_2600_100.smt2",0,0.09749147848317,0.109,0.257,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10700_2600_100.smt2",0,0.0687868265993266,0.078,0.222,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10800_2600_100.smt2",0,0.117528089887641,0.125,0.758,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex10900_2600_100.smt2",0,0.0933166802610114,0.109,0.252,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11000_2600_100.smt2",0,0.122936690346845,0.141,0.293,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11100_2600_100.smt2",0,0.148763963591229,0.172,0.267,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11200_2600_100.smt2",0,0.122834029227557,0.141,0.969,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11300_2600_100.smt2",0,0.110484065668759,0.109,0.221,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11400_2600_100.smt2",0,0.0992248482220295,0.109,0.271,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11500_2600_100.smt2",0,0.0963826874473462,0.109,0.263,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11600_2600_100.smt2",0,0.106473941368078,0.125,0.296,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11700_2600_100.smt2",0,0.117686768676868,0.125,0.731,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11800_2600_100.smt2",0,0.11310553633218,0.125,0.249,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex11900_2600_100.smt2",0,0.135184036393714,0.156,0.272,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12000_2600_100.smt2",0,0.110151642796967,0.125,0.893,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12100_2600_100.smt2",0,0.110151642796967,0.125,0.269,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12200_2600_100.smt2",0,0.128860052562418,0.141,0.792,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12300_2600_100.smt2",0,0.106387306753458,0.125,0.244,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12400_2600_100.smt2",0,0.111895592640137,0.125,0.257,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12500_2600_100.smt2",0,0.0917819895707982,0.109,0.284,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12600_2600_100.smt2",0,0.10535858178888,0.125,0.281,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12700_2600_100.smt2",0,0.0909429650238473,0.109,0.241,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12800_2600_100.smt2",0,0.113745106568073,0.125,0.265,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex12900_2600_100.smt2",0,0.132284500202347,0.156,0.274,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13000_2600_100.smt2",0,0.110058922558923,0.125,0.268,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13100_2600_100.smt2",0,0.0906726768377254,0.094,0.226,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13200_2600_100.smt2",0,0.107128226136829,0.125,0.231,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13300_2600_100.smt2",0,0.130402260638298,0.141,0.28,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13400_2600_100.smt2",0,0.711242067089755,0.75,1.155,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13500_2600_100.smt2",0,0.221516306649725,0.25,0.388,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13600_2600_100.smt2",0,0.239727135461605,0.266,0.391,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13700_2600_100.smt2",0,0.178946167883212,0.188,0.333,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13800_2600_100.smt2",0,0.256037859007833,0.281,0.899,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex13900_2600_100.smt2",0,0.227589208006963,0.25,0.4,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14000_2600_100.smt2",0,0.220025241901557,0.25,0.375,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14100_2600_100.smt2",0,0.207057643581081,0.234,0.387,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14200_2600_100.smt2",0,0.279380341880342,0.313,0.454,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14300_2600_100.smt2",0,0.174727590460526,0.203,0.326,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14400_2600_100.smt2",0,0.209949357707509,0.203,0.327,0,1,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14500_2600_100.smt2",0,6.6330375782881,7.594,8.437,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14600_2600_100.smt2",0,2.50193938767067,2.891,3.095,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14700_2600_100.smt2",0,1.28790149892934,1.438,1.563,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14800_2600_100.smt2",0,0.865100773615635,1.016,1.196,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex14900_2600_100.smt2",0,1.51672267996531,1.672,1.805,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15000_2600_100.smt2",0,2.03589965397924,2.25,2.396,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15100_2600_100.smt2",0,1.80491847826087,1.984,2.146,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15200_2600_100.smt2",0,1.51603170847137,1.531,1.835,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15300_2600_100.smt2",0,1.04487041036717,1.156,1.303,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15400_2600_100.smt2",0,2.3692414004914,2.766,2.975,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15500_2600_100.smt2",0,0.425549227013833,0.5,0.645,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15600_2600_100.smt2",0,0.67166095890411,0.797,0.964,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15700_2600_100.smt2",0,0.858375688267683,0.969,1.087,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15800_2600_100.smt2",0,0.833392351274787,0.984,1.133,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex15900_2600_100.smt2",0,0.784169823232324,0.891,1.037,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16000_2600_100.smt2",0,0.331926048565122,0.359,0.5,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16100_2600_100.smt2",0,0.363493616144975,0.422,0.557,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16200_2600_100.smt2",0,0.204456606724003,0.25,0.417,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16300_2600_100.smt2",0,0.230283757338552,0.281,0.682,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16400_2600_100.smt2",0,0.385810948310948,0.453,0.562,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16500_2600_100.smt2",0,0.323917492460146,0.359,0.493,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16600_2600_100.smt2",0,0.44796573875803,0.5,0.679,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16700_2600_100.smt2",0,0.226799653078924,0.25,0.381,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16800_2600_100.smt2",0,0.22611327280588,0.25,0.639,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex16900_2600_100.smt2",0,0.224463519313305,0.25,0.371,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17000_2600_100.smt2",0,0.200865424006555,0.234,0.385,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17100_2600_100.smt2",0,0.21345777100566,0.234,0.382,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17200_2600_100.smt2",0,0.255815217391304,0.281,0.415,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17300_2600_100.smt2",0,0.313423891330404,0.375,0.563,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17400_2600_100.smt2",0,0.237324540174251,0.234,0.368,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17500_2600_100.smt2",0,0.282600864553314,0.328,0.477,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17600_2600_100.smt2",0,0.275960320810468,0.313,0.479,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17700_2600_100.smt2",0,0.213086701434159,0.234,0.358,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17800_2600_100.smt2",0,0.284356876553438,0.328,0.4,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex17900_2600_100.smt2",0,0.29703050627434,0.328,0.478,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18000_2600_100.smt2",0,0.239005376344086,0.266,0.42,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18100_2600_100.smt2",0,0.227523201856148,0.234,0.358,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18200_2600_100.smt2",0,0.222742759795571,0.25,0.363,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18300_2600_100.smt2",0,0.226898047722343,0.25,0.398,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18400_2600_100.smt2",0,0.212624674761492,0.234,0.379,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18500_2600_100.smt2",0,0.208821337308348,0.234,0.357,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18600_2600_100.smt2",0,0.22621107266436,0.25,0.384,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18700_2600_100.smt2",0,0.243331265508685,0.281,0.419,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18800_2600_100.smt2",0,0.214860867659947,0.234,0.357,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex18900_2600_100.smt2",0,0.211981193255512,0.234,0.697,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19000_2600_100.smt2",0,0.199487794245859,0.219,0.336,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19100_2600_100.smt2",0,0.210434549356223,0.234,0.364,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19200_2600_100.smt2",0,0.161287006578947,0.188,0.331,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19300_2600_100.smt2",0,0.17061765985211,0.188,0.313,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19400_2600_100.smt2",0,0.233875210437711,0.266,0.397,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19500_2600_100.smt2",0,0.230575726141079,0.266,0.456,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19600_2600_100.smt2",0,0.179753595600677,0.203,0.33,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19700_2600_100.smt2",0,0.20829540282203,0.219,0.385,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19800_2600_100.smt2",0,0.237981798715203,0.266,0.392,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex19900_2600_100.smt2",0,0.214344262295082,0.25,0.372,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20000_2600_100.smt2",0,0.207671537484117,0.234,0.337,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20100_2600_100.smt2",0,0.192628059836809,0.203,0.582,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20200_2600_100.smt2",0,0.234566272688898,0.266,0.429,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20300_2600_100.smt2",0,0.228052325581395,0.234,0.532,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20400_2600_100.smt2",0,0.209894049657534,0.234,0.368,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20500_2600_100.smt2",0,0.203027950310559,0.25,0.405,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20600_2600_100.smt2",0,0.17120769540693,0.203,0.365,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20700_2600_100.smt2",0,0.216294458229942,0.25,0.361,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20800_2600_100.smt2",0,0.202024103831891,0.234,0.384,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex20900_2600_100.smt2",0,0.205824478551751,0.25,0.365,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21000_2600_100.smt2",0,0.189414321192053,0.219,0.356,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21100_2600_100.smt2",0,0.180517204757859,0.203,0.356,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21200_2600_100.smt2",0,0.194877782193959,0.234,0.361,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21300_2600_100.smt2",0,0.198967391304348,0.219,0.624,1,0,0,
"QF_LIA/bofill-scheduling/SMT_random_LIA/ex21400_2600_100.smt2",0,0.180670705782313,0.203,0.318,1,0,0,
